seconds,temp_deg
0,23.876167980598126
1,23.890021337165653
2,23.890944888074596
3,23.89625529077072
4,23.88101667521688
5,23.88032400586383
6,23.88678890288532
7,23.887943344788823
8,23.86854856021884
9,23.881247564904434
10,23.898333267463602
11,23.82998886722032
12,23.859774616925286
13,23.89071400041997
14,23.968289527221
15,24.070560804061138
16,24.16751349383751
17,24.306233272609
18,24.438704643972002
19,24.589850100656175
20,24.734053346399584
21,24.89853709659479
22,25.064379801591706
23,25.2477229647307
24,25.401753350066755
25,25.570746469847265
26,25.739713129670537
27,25.90012625403159
28,26.064432714207925
29,26.22571895824371
30,26.3715469275865
31,26.541999958241483
32,26.682257829382348
33,26.83562221516473
34,26.976762458896978
35,27.122488004791272
36,27.25898690678319
37,27.38948466860866
38,27.511222114762855
39,27.642379185413855
40,27.774440293274374
41,27.887852486509455
42,28.012292889883195
43,28.10061141316441
44,28.174664502325772
45,28.317236618846472
46,28.40552972446855
47,28.48232034403
48,28.587610997192098
49,28.64599911323342
50,28.74483778947931
51,28.758168810831872
52,28.824821396306362
53,28.859525044341353
54,28.91468081580396
55,28.94800269954273
56,28.96707613255519
57,29.000166573041753
58,29.023605008058745
59,29.04681314216351
60,29.061978578135236
61,29.079211763846907
62,29.094836275899464
63,29.102648445263476
64,29.12930129416213
65,29.127922715022457
66,29.139181058676865
67,29.14423578618186
68,29.15962958002458
69,29.150669040748166
70,29.158710553853766
71,29.169738815125065
72,29.167441270189673
73,29.161237873899285
74,29.1741041367329
75,29.17065783169979
76,29.175252902578286
77,29.162846165324996
78,29.16468420966989
79,29.175712408566575
80,29.166062740829414
81,29.16422469888354
82,29.166062740829414
83,29.165832985761106
84,29.15939982355684
85,29.148830972013283
86,29.150669040748166
87,29.135964401306197
88,29.12815247833735
89,29.13320725862031
90,29.1338965449665
91,29.127003661263092
92,29.119191672022115
93,29.10425682590181
94,29.100580523701453
95,29.093687422590694
96,29.09897213746554
97,29.078981989886593
98,29.069101662314196
99,29.073467399845782
100,29.071399421158766
101,29.04750248488508
102,29.052557651099498
103,29.037162296833294
104,29.025213509042995
105,29.01923906447161
106,29.014183738831385
107,28.98890674780472
108,28.99281323137826
109,28.972361480784336
110,28.97397005978064
111,28.958573560366926
112,28.954437149159645
113,28.940648994862702
114,28.93628270849667
115,28.919047191422084
116,28.910544232788
117,28.902500830574184
118,28.88342623203993
119,28.89307848155283
120,28.873544075739794
121,28.854928600128112
122,28.861593437716195
123,28.832175906925542
124,28.832405734557906
125,28.815628186077596
126,28.81149121539123
127,28.81149121539123
128,28.790806119116453
129,28.785519862913905
130,28.774257750689312
131,28.767822204126105
132,28.752192856528126
133,28.74070054178036
134,28.729208102122318
135,28.71449759709361
136,28.70806168679156
137,28.707142267836538
138,28.692661313850486
139,28.678869744744944
140,28.671054442414974
141,28.670364854142495
142,28.64622898133652
143,28.64875752717346
144,28.64806792436288
145,28.615426210349035
146,28.62347179678427
147,28.60462204087081
148,28.601863511830423
149,28.57910537277167
150,28.57703642676145
151,28.566001979704474
152,28.555657081063043
153,28.546921310103123
154,28.533127840679345
155,28.521863040591885
156,28.511517710379586
157,28.503931070607187
158,28.500022780405775
159,28.484389475253597
160,28.468985845767325
161,28.461858717452227
162,28.454501631428585
163,28.43403946700736
164,28.433809552800167
165,28.430590748655714
166,28.419094939662767
167,28.4046100425698
168,28.40047146413756
169,28.39633286952524
170,28.375409726875255
171,28.360924232030193
172,28.37173088981736
173,28.355865758569617
174,28.34804807022958
175,28.34160993060723
176,28.33793097610377
177,28.31194799599545
178,28.306889288553087
179,28.311718055272333
180,28.296541857152718
181,28.27906596566286
182,28.257220695773903
183,28.271017760757058
184,28.267108610592754
185,28.251471865652864
186,28.245493049227676
187,28.22456692597787
188,28.227556397466607
189,28.210999218575406
190,28.208009700361703
191,28.19030238105243
192,28.186162965028153
193,28.182023532831
194,28.16615555958773
195,28.15580675335577
196,28.152587104136202
197,28.143388052460917
198,28.128439423167205
199,28.13004928568444
200,28.108200942903597
201,28.099691466472645
202,28.076002564158358
203,28.079682428377346
204,28.085432190643953
205,28.062432954441427
206,28.061742969645458
207,28.045183199810953
208,28.042193213799067
209,28.01689299460227
210,28.023563110994235
211,28.010912854575672
212,28.007232751640863
213,27.993202242026808
214,27.981241661018277
215,27.98630192329371
216,27.97043101980549
217,27.958010147045655
218,27.954559878795454
219,27.949039426248124
220,27.93592823628697
221,27.92557718235928
222,27.918676423622497
223,27.910165426018725
224,27.897283786243417
225,27.892453131000412
226,27.882331686785083
227,27.87658082318949
228,27.874510504664055
229,27.87911120701201
230,27.861628431955808
231,27.835403729246327
232,27.834483552469464
233,27.827352155394767
234,27.81976061552529
235,27.821140899540833
236,27.810558676210878
237,27.790774236515194
238,27.789163858914
239,27.776510807033045
240,27.775130464976012
241,27.757415915918415
242,27.758106098688707
243,27.750974188424376
244,27.736020027480823
245,27.726817362206184
246,27.730038304125582
247,27.702890059202826
